RD_WRITE_DT,RD_RATING,RD_ITEM_NM,RD_CONTENT,RD_OPTION_SIZE,RD_OPTION_COLOR,RD_REVIEWER_INFO,RD_REVIEW_IMAGES,PRODUCT_TITLE
20240925,5,COLOR: YELLOW / SIZE: 55,빠른배송감사합니댜 빠른배송감사합니댜 빠른배송감사합니댜,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240917,5,COLOR: YELLOW / SIZE: 66체형162cm64kg상의 L핏적당해요사이즈많이 커요 (기타)길이감적당해요,동생입은 보고 넘 이뻐. 선택요. 잘구입했어요 ㅋ,많이 커요 (기타),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240908,5,COLOR: YELLOW / SIZE: 66,날씬해보이고 편함~~~~,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240902,5,COLOR: YELLOW / SIZE: 55,허리라인을 살혀주면 더 예쁠거같아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240902,4,COLOR: YELLOW / SIZE: 55,이쁜데 사고나서 할인되서 좀 속상.ㅠ,약간 커요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240828,4,"COLOR: YELLOW / SIZE: 55핏오버핏이에요사이즈많이 커요 (어깨, 가슴)길이감길어요",옷이 너무 커서 반품할까하다 입었어요,"많이 커요 (어깨, 가슴)",,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240827,5,COLOR: YELLOW / SIZE: 55사이즈약간 커요 (총 기장)핏적당해요길이감적당해요,화사하니 이쁩니다 해변가에서 쵝오에요,약간 커요 (총 기장),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240824,5,COLOR: YELLOW / SIZE: 66,소재는 살랑살랑~산뜻하니 이뻐요~^^,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240822,5,COLOR: YELLOW / SIZE: 55체형158cm사이즈약간 커요 (총 기장)핏적당해요길이감길어요,여행지에서 입기에 딱이에요,약간 커요 (총 기장),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240822,5,"COLOR: YELLOW / SIZE: 66체형162cm58kg상의 M하의 29인치허벅지 굵은 편사이즈약간 커요 (어깨, 가슴)핏적당해요길이감적당해요",상품평이 좋아서 구매했는데 어깨 부분이 좀 크네요. 그래도 편한 스탈이라 입기 좋아요.,"약간 커요 (어깨, 가슴)",,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240819,5,COLOR: YELLOW / SIZE: 55,사진그대로여요 노란꽃무늬 색이 밝아서 야외에서나 바닷가에서 휴양지에서 입기 딱좋앙ᆢㄷ,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240817,5,COLOR: YELLOW / SIZE: 55,노란색이 딱 제가 원하던 개나리 노란색이라 좋아요. 후기처럼 등이 많이 파여서 슬립은 못 입을 것 같아요.,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240816,4,COLOR: YELLOW / SIZE: 55,핏도 살고 색상도 예뻐요 가슴쪽이 살짝 많이 파였고 길이가 생각보다 길어요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240816,5,COLOR: YELLOW / SIZE: 66,화사하니 예쁘네요. 휴가가서 잘 입어질 것 같아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240816,5,COLOR: YELLOW / SIZE: 55,평소 프리사이즈는 고민없이 잘 맞아요~ 이 원피스는 허리에 밴딩처리 되어있어서 고민하다 사이즈 변경했더니 더 여리여리 해보여요~ 옷이 화사하니 따뜻한나라에 갈땐 꼭 갖고 갈꺼같아요^^,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240815,5,COLOR: YELLOW / SIZE: 55,찰랑찰랑하고 시원하고 예뻐요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240815,5,COLOR: YELLOW / SIZE: 55,길이는 길지만 색감도 예쁘고 좋아요ㅎㅎ,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240813,5,COLOR: YELLOW / SIZE: 66,화사하고 예뻐서 자구 입을 것 같아요.,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240811,5,COLOR: YELLOW / SIZE: 55체형157cm45kg상의 S하의 25인치사이즈약간 커요 (어깨)핏적당해요길이감적당해요,너무 이뻐요 너무 편하고,약간 커요 (어깨),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240807,5,COLOR: YELLOW / SIZE: 66,배송도 빠르고 너무 너무 화사하고 이뻐요! 시원한 재질 최고! 무더위에도 달라 붙지않고 옷감이 뽀송뽀송해요ㅎㅎ,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240804,5,COLOR: YELLOW / SIZE: 55,색상이 너무 이쁘네요 편하게 입을수 있어요!,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240730,5,COLOR: YELLOW / SIZE: 55,여름휴가 동남아에서 딱 입기 좋을 것 같아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240725,5,COLOR: YELLOW / SIZE: 55,하늘하늘 넘넘 예뻐요 허리도 잘록해보이고 시원하고 다른 색상도 있었으면 좋겠어요~~~~~~♡♡♡,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240725,5,COLOR: YELLOW / SIZE: 55,세일할때 저렴하게 잘 산거같아요 사이즈도 넉넉하게 나온거같아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240724,5,COLOR: YELLOW / SIZE: 55,실짝 크긴한데 여유있으니 편하고 좋네요 입는게 훨씬 이쁘고 고급스러워요 길이도 너무 좋네요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240724,5,"COLOR: YELLOW / SIZE: 55체형160cm51kg상의 S사이즈약간 커요 (어깨, 총 기장)핏적당해요길이감길어요",조금 긴 느낌이고 비치는 소재라 속옷 신경써서 입어야겠어요. 휴양지룩으로 쨍한 느낌으로 좋을듯합니다,"약간 커요 (어깨, 총 기장)",,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240724,5,COLOR: YELLOW / SIZE: 55,시원한 재질이고 너무 예뻐요. 길어서 좋네요. 싸게 잘 샀어요 사고나니 가격이 조금 더 올랐네요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240723,5,COLOR: YELLOW / SIZE: 55사이즈약간 커요 (총 기장)핏오버핏이에요길이감길어요,화사하니 사진 찍으면 이쁘게 나올거 같아여. 길이가 길긴 하지만 치렁치렁 입기 좋네요. 비칠거 같아 속옷은 신경 써야 해여.,약간 커요 (총 기장),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240723,5,COLOR: YELLOW / SIZE: 66체형167cm63kg상의 L사이즈약간 커요 (총 기장)핏적당해요길이감길어요,이뻐요 근데 속치마가없어서 너무 훤히 비쳐서 그거빼고 다 이쁘고 좋아여,약간 커요 (총 기장),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240723,5,COLOR: YELLOW / SIZE: 55,"작년부터 눈여겨보던 제품인데 세일하길래 잘 샀어요. 더 많이 세일 안했으면 아까웠을 것 같은데, 몸에 안들러붙고 시원하고 안비치고 상큼하네요^^",잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240723,5,COLOR: YELLOW / SIZE: 66,"가벼운 소재이고, 기리감도 적당해요. 무엇보다 여름에 입기에 소재가 너무 가벼워서 시원하게 입을수 있을거 같아요~!! 세일해서 적당한 가격에 구입을 잘 한거 같아요. 구매 대만족입니당~!!^^",잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240722,5,COLOR: YELLOW / SIZE: 55,작년부터 사고싶었던 원피스 좋은 가격에 구매했어요 옷은 시원하고 예뻐요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240722,5,COLOR: YELLOW / SIZE: 55,너무 이뻐요~~~~~~,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240722,5,COLOR: YELLOW / SIZE: 55,너무 이뻐요. 원단도 시원하고 소재도 괜찮고 디자인 맘에 들어요. 이 디자인으로 다른 색상도 만들어주세요.^^,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240722,5,COLOR: YELLOW / SIZE: 55,길이는 약간 긴데 이뻐요,약간 커요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240604,4,COLOR: DARK NAVY / SIZE: 55,배송은 빨랐는데 퀄리티는 이가격이 비싸다고 느껴지네요~ 제키에 길이는 수선해야될것 같아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240529,5,COLOR: DARK NAVY / SIZE: 55,세일기간에 너무나 잘샀어요 믿고 입는 온앤온,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20240527,4,COLOR: DARK NAVY / SIZE: 55,색상이 넘 어두워서 ㅜㅜ,약간 커요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20231010,5,"COLOR: YELLOW / SIZE: 55사이즈약간 커요 (기타, 어깨, 가슴)핏오버핏이에요길이감길어요",허리밴딩으로 품이 좀 큽니다.,"약간 커요 (기타, 어깨, 가슴)",,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230924,5,COLOR: YELLOW / SIZE: 55사이즈약간 커요 (어깨)핏오버핏이에요길이감적당해요,사이즈 넉넉하고 편히 입기 좋네요! 색상은 쨍해서 여름 휴양지에서 사진찍기 참 좋구요. 뒷라인 파진게 은근 시원하고 포인트에요.,약간 커요 (어깨),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230901,4,COLOR: YELLOW / SIZE: 55사이즈약간 커요 (어깨)핏적당해요길이감적당해요,조금 크긴한데 예뻐요 소재가 시원합니다,약간 커요 (어깨),,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230823,5,COLOR: DARK NAVY / SIZE: 66,신축성이 없는 원단이라 고민했는데..입어보니 날씬해보여서 바로 구매확정합니다~ 길이도 길어서 너무 좋아요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230809,5,COLOR: YELLOW / SIZE: 55,제 키에 길이가 많이 길어서 길이는 수선해야할 거 같아요. 제가 배가 좀 나왔는데 허리부분이 편하게 되어있어 좋아요.,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230803,4,COLOR: YELLOW / SIZE: 55,좋아요~~~~~~~,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230802,5,COLOR: YELLOW / SIZE: 55,화사하고 너무이뻐요 잘입을께요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230802,5,COLOR: DARK NAVY / SIZE: 55,착 떨어지는게 너무 날씬해보이고 예뻐요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230801,5,COLOR: DARK NAVY / SIZE: 66,이뻐요. 잘입을께요.,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230520,4,COLOR: YELLOW / SIZE: 66,작년부터 보던거라 고민하다가 주문했어요 비침이 약간있긴하지만 옷 핏자체가 너무 이쁘네요 다만 목뒷 얇은끈에 박음질이 잘못되서 안에 올풀림이 된채로 박음질 되서 실올풀림이 심하네요 검수를 제대로 안해 주셨네요 ㅠ 불로 지지지도 못하고 고민하다가 구매확정날이 지나서 확인해서....난감합니다,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20230519,5,COLOR: DARK NAVY / SIZE: 55,넘 이뻐요 😍 맘에 들어요,잘 맞아요,,,,[온앤온] 잔꽃 프린트 스모킹 원피스 NEW4XO529
20250218,5,COLOR: BEIGE / SIZE: 55사이즈약간 커요 (어깨)두께두꺼워요핏슬림해요,허리 들어가긴 했는데 부담스럽지 않습니다. 원단이 두께감 있고 탄탄해서 고급스러워요,약간 커요 (어깨),,,,[온앤온] 슬림라인 자켓형 울 코트 NEW4WJ906
20250203,5,COLOR: CHARCOAL / SIZE: 55,어깨가 넓은 편인데도 좀 컸어용! 그래서 맘에 듭니다 내 어깨 아닌척~~~! 핏 예쁨요,약간 커요,,,,[온앤온] 슬림라인 자켓형 울 코트 NEW4WJ906
20250109,5,COLOR: CHARCOAL / SIZE: 55,소재가 특이한거같아요,잘 맞아요,,,,[온앤온] 슬림라인 자켓형 울 코트 NEW4WJ906
20241216,5,"COLOR: CHARCOAL / SIZE: 55체형167cm55kg상의 M어깨 넓음사이즈약간 커요 (가슴, 어깨)핏오버핏이에요두께두꺼워요",디자인은 괜찮아요 두께감도 있는데 소재자체가 따듯하진 않고 좀 추워요,"약간 커요 (가슴, 어깨)",,,,[온앤온] 슬림라인 자켓형 울 코트 NEW4WJ906
20241106,4,COLOR: CHARCOAL / SIZE: 55체형167cm55kg상의 M어깨 넓음사이즈약간 커요 (총 기장)핏오버핏이에요두께두꺼워요,모델 착장보고 치마까지 구매했어여 생각보다 오버핏이이네요. 캐쥬얼과 바지에도 잘어울리고 편하게 잘입겠어요. 활용도 좋을것 같아요.,약간 커요 (총 기장),,,,[온앤온] 슬림라인 자켓형 울 코트 NEW4WJ906
20250315,4,COLOR: LIGHT BROWN / SIZE: 55,"생각보다 길이가 짧아요, 삿포로 가서 유용한 아이템으로 활용 잘함",잘 맞아요,,,,[온앤온] 후드 니트 베스트 NEK4WVA39
20250224,5,COLOR: GREY / SIZE: 55,가격은 조금 비싸지만 디자인이 이뻐서 구매했어요,잘 맞아요,,,,[온앤온] 후드 니트 베스트 NEK4WVA39
20250218,5,COLOR: GREY / SIZE: 66,디자인 예쁘고 소재 따뜻하고 컬러도 고급스럽습니다 착용시 조금 무겁습니다,잘 맞아요,,,,[온앤온] 후드 니트 베스트 NEK4WVA39
20250202,5,COLOR: GREY / SIZE: 66,목폴라 하나만 입기 아쉬울때 레이어드하기 좋을 것 같아서 구매했는데 마음에 들어요~ 한사이즈 크게 산건데도 레이어드 제품이라 그런지 넉넉하게 잘 맞아요!,잘 맞아요,,,,[온앤온] 후드 니트 베스트 NEK4WVA39
20250101,5,COLOR: LIGHT BROWN / SIZE: 55,가격은좀비싸지만 옷은예뻐요~,잘 맞아요,,,,[온앤온] 후드 니트 베스트 NEK4WVA39
20250403,5,COLOR: LIGHT YELLOW / SIZE: 55,디자인 과 핏이 예쁘고 두께오 길이도 좋아요,잘 맞아요,,,,[온앤온] 하이넥 롱기장 장갑 구스다운 NEP4WHB09
20250207,5,COLOR: BLACK / SIZE: 55사이즈약간 커요 (가슴)핏적당해요두께보통 두께예요,가볍고 따뜻합니다 디자인도 심플해서 유행없이 입을 수 있겠네요,약간 커요 (가슴),,,,[온앤온] 하이넥 롱기장 장갑 구스다운 NEP4WHB09
20250114,5,COLOR: LIGHT YELLOW / SIZE: 66,포근포근해요. 장갑이 너무 귀여워요~^^ 따뜻하게 잘 입을께요,잘 맞아요,,,,[온앤온] 하이넥 롱기장 장갑 구스다운 NEP4WHB09
20250103,5,COLOR: BLACK / SIZE: 55,마음에들어요 다음에 또 사려구요,잘 맞아요,,,,[온앤온] 하이넥 롱기장 장갑 구스다운 NEP4WHB09
20250403,5,COLOR: WHITE / SIZE: 55,키 162라서 너무 길지 않을까 걱정했는데...소재 탄탄하고 참 예쁩니다 탄탄해서 무거운감이 있지만 구김없고 드뮤어룩 좋아하는데 참 맘에 들어요...,잘 맞아요,,,,[온앤온] 턴업 디테일 팬츠 NEW4SL228
20250322,4,COLOR: KHAKI / SIZE: 55신축성잘 안늘어나요사이즈약간 커요 (총 기장)길이감길어요,재질이 일반 면바지는 아니고 약간 가을바지??느낌이네요 정장느낌의 면바지 같기도 하고 그래도 하나정도 필요할듯 해서 입으려구요 기장은 좀 긴듯해요,약간 커요 (총 기장),,,,[온앤온] 턴업 디테일 팬츠 NEW4SL228
20240604,4,COLOR: LIGHT BLUE / SIZE: 66,"색을 잘못 시켰지만, 이 색도 예쁩니다 ㅎㅎ 그리고 1사이즈 작을 것 같아서 2사이즈 시켰는데 완전 넉넉합니다.",잘 맞아요,,,,[온앤온] 아가일 스카시 민소매 풀오버 NJK4MP499
20240601,5,COLOR: IVORY / SIZE: 55,좋아요 재구매 의사 있습니다,잘 맞아요,,,,[온앤온] 아가일 스카시 민소매 풀오버 NJK4MP499
20250401,4,COLOR: OATMEAL / SIZE: 55,아주 편한 옷른 아니에요. 근데 한 사이즈 크게 하면 또 안 예쁠 거 같기도 하고... 일단 품습니다,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250326,5,COLOR: BLACK / SIZE: 55,단독으로 입어도 이뻐요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250323,5,COLOR: OATMEAL / SIZE: 66,포인트 주기 좋아요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250322,4,COLOR: OATMEAL / SIZE: 55,"불량 왔어서 교환 받았는데 빠른 처리 해주셔서 좋았습니다 옷 맘에 드는데 옷 대비 가격이 너무 비싼 거 같아요 ㅎㅎ.. 한 5만원 정도면 될 듯,, 옷 자체는 예쁩니다 심심한 옷에 딱이에여",잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250315,4,COLOR: OATMEAL / SIZE: 55사이즈약간 작아요 (가슴)핏적당해요착용감편해요,가슴이 커서 여밈쪽이 벌어져요 좀 마른사람이 입어야 예쁘겠어요,약간 작아요 (가슴),,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250311,5,COLOR: OATMEAL / SIZE: 55,소재와 디자인 핏 좋아요. 얇은 긴팔 이너 티셔츠와 레이어드 하니 멋스럽네요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250310,5,COLOR: OATMEAL / SIZE: 55체형158cm44kg상의 S어깨 좁음팔이 긴 편핏오버핏이에요사이즈많이 커요 (기타)착용감아주 편해요,예쁘게 맞아요. 대신 리본끈이 길어용..,많이 커요 (기타),,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250208,5,COLOR: BLACK / SIZE: 66,포인트로 입기 딱 좋습니다.,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20250201,5,COLOR: OATMEAL / SIZE: 66,다른 쇼핑몰에서 블랙 55사이즈 구매해서 잘 입고 있었는데 좀 루즈하게 입고 싶었던 찰나에 세일하길래 구매했어요. 면티에도 편하게 레이어드 가능하고 좀 비치는 소재도 잘 가릴수 있어서 좋아요,약간 작아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241218,5,COLOR: OATMEAL / SIZE: 55,포인트 주기 좋아요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241111,4,COLOR: OATMEAL / SIZE: 55,예쁜데 모델들핏이 안나와요. 상체에 살이 없고 바스트가 과하신분들은 안아울릴수 있어요.,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241108,5,COLOR: OATMEAL / SIZE: 66,배송빠르게 왔고 이뻐용,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241107,5,COLOR: OATMEAL / SIZE: 55,흰색 옷이 많아 까만색 살걸그랬나 했지만 드뮤어룩처럼 톤온톤으로 입니 또 예쯘 맛이 있어요!,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241106,5,COLOR: OATMEAL / SIZE: 66,평소 55입는데 온앤온은 좀 작게 나오는거 같아서 66샀는데 괜찮아요 길이는 크롭같아요,약간 작아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241106,5,COLOR: OATMEAL / SIZE: 55,뷔스티에 디자인이 독특해서 세련되어보여요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241105,5,COLOR: OATMEAL / SIZE: 66,너무 이쁘네요!!~맘에 들어요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241105,3,COLOR: OATMEAL / SIZE: 55,디자인 특이하고 옷도 이뻐요,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20241017,5,COLOR: OATMEAL / SIZE: 55,편하고 이뻐요 만족,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20240928,5,COLOR: OATMEAL / SIZE: 55,눈독들이다가 할인율이 클 때 바로 주문했습니다 ㅎㅎ 너무 이뻐요 한여름 빼고 매우 잘 입을것같습니다 ㅎㅎ,잘 맞아요,,,,[온앤온] 크롭 랩 뷔스티에 니트 NEK5XV810
20240414,3,COLOR: CHARCOAL GREY / SIZE: 66신축성잘 안늘어나요사이즈약간 작아요 (엉덩이)길이감길어요,자켓이라 세트로 입고싶어서 샀는데 안감 촉감이 까끌하게 별로 맘에 안드네요 기장도 길어서 줄여야될듯 바지통 큰거에 비해 엉덩이는 타이트하네요,약간 작아요 (엉덩이),,,,[온앤온] 원턱 맥시기장 셋업 팬츠 NEW4SL208
20250405,5,COLOR: RED / SIZE: 66,한달은 고민한것 같습니다. 쨍한 레드이고 좀튈것같긴한데 봄가을에 튀고싶을때 청바지에 입으면 예쁠것 같아요,잘 맞아요,,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250331,5,COLOR: RED / SIZE: 55사이즈약간 커요 (어깨)핏적당해요두께보통 두께예요,어깨가 약간 크지만 색도 이쁘고 맘에들어요 좋아요,약간 커요 (어깨),,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250327,4,COLOR: RED / SIZE: 55사이즈약간 커요 (기타)핏적당해요두께보통 두께예요,좋아요~~~~~~~~~,약간 커요 (기타),,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250311,5,COLOR: RED / SIZE: 66,"진짜 예뻐요 트위드재킷 너무 사고싶어서 정말 서치 많이했는데, 요거 진짜 쨍한 레드인데 쨍하면서 오묘하게 튀지않고 핏도 딱 좋아요 저는 너무 타잇하게 입는거 싫어해서 2사이즈(66) 했는데 완전 진짜 너무맘에들어요! 청바지 블랙스커트 그레이슬랙스 다 잘붙어요! 고민하지마시고 사세요!",잘 맞아요,,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250305,5,COLOR: RED / SIZE: 55,색상 쨍하니 이쁘네요 봄에 이쁘게 잘 입을거 같아요 저렴할때 잘 구입했어요,잘 맞아요,,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250213,4,COLOR: RED / SIZE: 55,가격이 또 내려갔내요,잘 맞아요,,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20241122,5,COLOR: RED / SIZE: 66,단정한 자리에 나간다고 집사람이 샀는데 잘 어울린다고 합니다. 제가 봐도 깔끔하니 좋네요.,잘 맞아요,,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20241101,4,COLOR: BEIGE / SIZE: 55사이즈약간 커요 (어깨)핏적당해요두께보통 두께예요,어깨가 살짝 큰느낌이네요 적당한크롭이라 편하게 입기 좋을 것 같아요 옷은 예쁩니다,약간 커요 (어깨),,,,[온앤온] 크롭 트위드 자켓 NEW4WJ939
20250309,5,COLOR: SKY BLUE / SIZE: FREE,엄청 예뻐요~ 거의 매일 입습니다ㅎㅎ 싸게 잘 샀어요.,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250303,5,COLOR: SKY BLUE / SIZE: FREE,색이 너무 예뻐서 고민하다가 결국 구매했어요. 피부가 예민한 편이라 입었을때 많이 까슬거리긴 하지만.... 그럼에도 너무 예뻐서 잘 입고 다닙니다~,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250228,5,COLOR: SKY BLUE / SIZE: FREE,도톰하고 이너는 입어야해여,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250206,5,COLOR: LIGHT BROWN / SIZE: FREE핏오버핏이에요사이즈많이 커요 (가슴)착용감아주 편해요,편하고 예쁜데 정전기는 심햐요,많이 커요 (가슴),,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250201,4,COLOR: LIGHT BROWN / SIZE: FREE,예뻐요 겨울옷인데 옷이 탄력성도 있고 따뜻한느낌인데 조금 두꺼워요 오는사이 많이 눌렸는지 주름이 진하네요,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250118,4,COLOR: SKY BLUE / SIZE: FREE,까슬거려 단독으로 입기는 어려우나 포근한 느낌이 들어요. 질대비 가격이 비싸네요,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250114,5,COLOR: SKY BLUE / SIZE: FREE,적당한 길이감 색상도 사진 그대로입니다~ 따뜻하고 예뻐요,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250111,5,COLOR: SKY BLUE / SIZE: FREE,아.ㅜ 생각보다는 좀 뚱뚱해보임 ㅜㅜ,많이 커요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20250101,5,COLOR: SKY BLUE / SIZE: FREE,너무 사랑스러운 니트예요 저의 옷 절반은 온앤온입니다. 항상 유니크하면서도 힙한 디자인 너무 맘에듭니다 올해50임에도 아직 소화가능해여~~,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20241231,5,COLOR: SKY BLUE / SIZE: FREE,딱 생각했던 그대로예요 굿,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20241230,4,COLOR: SKY BLUE / SIZE: FREE,색상은 예쁘나 까슬거려요~,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20241230,5,COLOR: SKY BLUE / SIZE: FREE,가격대비 까슬거리지만 꾸안꾸로 이쁩니당,약간 커요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20241228,5,COLOR: SKY BLUE / SIZE: FREE,살짝 까슬거리긴한데 진짜 따뜻하고 사이즈 넉넉해서 편합니다. 파스텔 색감도 예쁘고 좋네요. 배송도 빠르고 잘 받았습니다.,잘 맞아요,,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
20241226,5,"COLOR: SKY BLUE / SIZE: FREE사이즈약간 커요 (가슴, 소매길이)핏오버핏이에요착용감편해요",귀염 깨끗해여 무게감은 좀 있고 두께감도 있어요 따가움 살짝 이너 입고입으니 딱 좋아여 예쁩니다. 가격이 좀 다운이었으면 더 좋았겠다?,"약간 커요 (가슴, 소매길이)",,,,[온앤온] 자카드 패턴 알파카 풀오버 NEK4WPB33
